instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsBox.started,instructionsBox.stopped,leftCategoryLabel_2.started,leftCategoryLabel_2.stopped,rightCategoryLabel_2.started,rightCategoryLabel_2.stopped,leftAttributeLabel_2.started,leftAttributeLabel_2.stopped,rightAttributeLabel_2.started,rightAttributeLabel_2.stopped,orLeft_2.started,orLeft_2.stopped,orRight_2.started,orRight_2.stopped,stimulusImageBox.started,stimulusImageBox.stopped,stimulusTextBox.started,stimulusTextBox.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.started,requiredResponse.stopped,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.started,feedbackResponse.stopped,feedback.started,feedback.stopped,leftCategoryLabel.started,leftCategoryLabel.stopped,rightCategoryLabel.started,rightCategoryLabel.stopped,leftAttributeLabel.started,leftAttributeLabel.stopped,rightAttributeLabel.started,rightAttributeLabel.stopped,orLeft.started,orLeft.stopped,orRight.started,orRight.stopped,feedbackResponse.rt,gender,age,participant,date,expName,psychopyVersion,frameRate,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,0,0,0,13.280538499937393,None,13.280538499937393,None,13.280538499937393,None,13.280538499937393,None,13.280538499937393,None,13.280538499937393,None,13.280538499937393,None,17.314056999981403,None,17.314056999981403,None,i,1,0.7499747920082882,17.314056999981403,None,None,0,17.314056999981403,None,17.314056999981403,None,17.036490416969173,None,17.036490416969173,None,17.036490416969173,None,17.036490416969173,None,17.036490416969173,None,17.036490416969173,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,18.380749707925133,None,18.380749707925133,None,i,1,0.8330493749817833,18.380749707925133,None,None,0,18.380749707925133,None,18.380749707925133,None,18.097356332931668,None,18.097356332931668,None,18.097356332931668,None,18.097356332931668,None,18.097356332931668,None,18.097356332931668,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,0,2,1,,,,,,,,,,,,,,,19.514298582915217,None,19.514298582915217,None,e,1,0.4382424580398947,19.514298582915217,None,None,0,19.514298582915217,None,19.514298582915217,None,19.230761332903057,None,19.230761332903057,None,19.230761332903057,None,19.230761332903057,None,19.230761332903057,None,19.230761332903057,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,20.263788374955766,None,20.263788374955766,None,i,1,0.6544253750471398,20.263788374955766,None,e,1,20.263788374955766,None,20.263788374955766,None,19.980760624981485,None,19.980760624981485,None,19.980760624981485,None,19.980760624981485,None,19.980760624981485,None,19.980760624981485,None,0.3408757500583306,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,0,4,0,,,,,,,,,,,,,,,21.230958041967824,None,21.230958041967824,None,i,1,0.3680222500115633,21.230958041967824,None,None,0,21.230958041967824,None,21.230958041967824,None,20.947512124897912,None,20.947512124897912,None,20.947512124897912,None,20.947512124897912,None,20.947512124897912,None,20.947512124897912,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,21.91357795789372,None,21.91357795789372,None,i,1,0.4641243329970166,21.91357795789372,None,None,0,21.91357795789372,None,21.91357795789372,None,21.630917291971855,None,21.630917291971855,None,21.630917291971855,None,21.630917291971855,None,21.630917291971855,None,21.630917291971855,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,,,,,,,,,,,,,,,22.680785042000934,None,22.680785042000934,None,e,1,0.5155869590817019,22.680785042000934,None,i,1,22.680785042000934,None,22.680785042000934,None,22.397127499920316,None,22.397127499920316,None,22.397127499920316,None,22.397127499920316,None,22.397127499920316,None,22.397127499920316,None,0.27707045793067664,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,,,,,,,,,,,,,,,23.497838541981764,None,23.497838541981764,None,e,1,0.3417488749837503,23.497838541981764,None,None,0,23.497838541981764,None,23.497838541981764,None,23.213776499964297,None,23.213776499964297,None,23.213776499964297,None,23.213776499964297,None,23.213776499964297,None,23.213776499964297,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,0,8,1,,,,,,,,,,,,,,,24.147858499898575,None,24.147858499898575,None,e,1,0.5495506660081446,24.147858499898575,None,None,0,24.147858499898575,None,24.147858499898575,None,23.864020749926567,None,23.864020749926567,None,23.864020749926567,None,23.864020749926567,None,23.864020749926567,None,23.864020749926567,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black_People,White_People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,1,9,1,,,,,,,,,,,,,,,25.014644332928583,None,25.014644332928583,None,e,1,0.39074179204180837,25.014644332928583,None,None,0,25.014644332928583,None,25.014644332928583,None,24.731004957924597,None,24.731004957924597,None,24.731004957924597,None,24.731004957924597,None,24.731004957924597,None,24.731004957924597,None,,F,20,1,2022_Jul_13_1029,IAT,2021.2.3,59.8938081528594,
